,town_code,agas_code,town,date,year,style_code,under_60,over_60,daily_cases,daily_recoveries,daily_hospitalized,daily_deaths,daily_diagnostic_tests,daily_vaccination_first_dose,daily_vaccination_second_dose,daily_vaccination_third_dose,latitude,longitude,week_of_year
146,531,9999,עראבה,2020-03-11,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,11
168,638,9999,קלנסווה,2020-03-11,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,11
1787,531,9999,עראבה,2020-03-12,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,11
1809,638,9999,קלנסווה,2020-03-12,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,11
3428,531,9999,עראבה,2020-03-13,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,11
3450,638,9999,קלנסווה,2020-03-13,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,11
5069,531,9999,עראבה,2020-03-14,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,11
5091,638,9999,קלנסווה,2020-03-14,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,11
6710,531,9999,עראבה,2020-03-15,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,11
6732,638,9999,קלנסווה,2020-03-15,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,11
8351,531,9999,עראבה,2020-03-16,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
8373,638,9999,קלנסווה,2020-03-16,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,12
9992,531,9999,עראבה,2020-03-17,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
10014,638,9999,קלנסווה,2020-03-17,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,12
11633,531,9999,עראבה,2020-03-18,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
11655,638,9999,קלנסווה,2020-03-18,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,12
13274,531,9999,עראבה,2020-03-19,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
13296,638,9999,קלנסווה,2020-03-19,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,12
14915,531,9999,עראבה,2020-03-20,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
14937,638,9999,קלנסווה,2020-03-20,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,12
16556,531,9999,עראבה,2020-03-21,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,12
16578,638,9999,קלנסווה,2020-03-21,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,12
16589,696,9999,"כפר חב""ד",2020-03-21,2020,180,6200.0,533.0,18,0,0,0,17,0,0,0,31.990144,34.849103,12
18197,531,9999,עראבה,2020-03-22,2020,260,24249.0,2003.0,0,0,0,0,15,0,0,0,32.8530087,35.3361947,12
18219,638,9999,קלנסווה,2020-03-22,2020,260,21809.0,1704.0,0,0,0,0,2,0,0,0,32.2854576,34.9810942,12
19838,531,9999,עראבה,2020-03-23,2020,260,24249.0,2003.0,0,0,0,0,1,0,0,0,32.8530087,35.3361947,13
19860,638,9999,קלנסווה,2020-03-23,2020,260,21809.0,1704.0,0,0,0,0,3,0,0,0,32.2854576,34.9810942,13
21479,531,9999,עראבה,2020-03-24,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,13
21501,638,9999,קלנסווה,2020-03-24,2020,260,21809.0,1704.0,0,0,0,0,2,0,0,0,32.2854576,34.9810942,13
23120,531,9999,עראבה,2020-03-25,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,13
23142,638,9999,קלנסווה,2020-03-25,2020,260,21809.0,1704.0,0,0,0,0,4,0,0,0,32.2854576,34.9810942,13
24761,531,9999,עראבה,2020-03-26,2020,260,24249.0,2003.0,0,0,0,0,7,0,0,0,32.8530087,35.3361947,13
24783,638,9999,קלנסווה,2020-03-26,2020,260,21809.0,1704.0,0,0,0,0,6,0,0,0,32.2854576,34.9810942,13
26402,531,9999,עראבה,2020-03-27,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,13
26424,638,9999,קלנסווה,2020-03-27,2020,260,21809.0,1704.0,0,0,0,0,3,0,0,0,32.2854576,34.9810942,13
28043,531,9999,עראבה,2020-03-28,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,13
28065,638,9999,קלנסווה,2020-03-28,2020,260,21809.0,1704.0,0,0,0,0,2,0,0,0,32.2854576,34.9810942,13
29684,531,9999,עראבה,2020-03-29,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,13
29706,638,9999,קלנסווה,2020-03-29,2020,260,21809.0,1704.0,0,0,0,0,11,0,0,0,32.2854576,34.9810942,13
31325,531,9999,עראבה,2020-03-30,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,14
31347,638,9999,קלנסווה,2020-03-30,2020,260,21809.0,1704.0,0,0,0,0,5,0,0,0,32.2854576,34.9810942,14
32966,531,9999,עראבה,2020-03-31,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,14
32988,638,9999,קלנסווה,2020-03-31,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,14
34607,531,9999,עראבה,2020-04-01,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,14
34629,638,9999,קלנסווה,2020-04-01,2020,260,21809.0,1704.0,0,0,0,0,9,0,0,0,32.2854576,34.9810942,14
36248,531,9999,עראבה,2020-04-02,2020,260,24249.0,2003.0,0,0,0,0,19,0,0,0,32.8530087,35.3361947,14
36270,638,9999,קלנסווה,2020-04-02,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,14
37889,531,9999,עראבה,2020-04-03,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,14
37911,638,9999,קלנסווה,2020-04-03,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,14
39530,531,9999,עראבה,2020-04-04,2020,260,24249.0,2003.0,0,0,0,0,6,0,0,0,32.8530087,35.3361947,14
39552,638,9999,קלנסווה,2020-04-04,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,14
41171,531,9999,עראבה,2020-04-05,2020,260,24249.0,2003.0,0,0,0,0,7,0,0,0,32.8530087,35.3361947,14
41193,638,9999,קלנסווה,2020-04-05,2020,260,21809.0,1704.0,0,0,0,0,11,0,0,0,32.2854576,34.9810942,14
42812,531,9999,עראבה,2020-04-06,2020,260,24249.0,2003.0,0,0,0,0,69,0,0,0,32.8530087,35.3361947,15
42834,638,9999,קלנסווה,2020-04-06,2020,260,21809.0,1704.0,0,0,0,0,5,0,0,0,32.2854576,34.9810942,15
44453,531,9999,עראבה,2020-04-07,2020,260,24249.0,2003.0,0,0,0,0,20,0,0,0,32.8530087,35.3361947,15
44475,638,9999,קלנסווה,2020-04-07,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,15
46094,531,9999,עראבה,2020-04-08,2020,260,24249.0,2003.0,0,0,0,0,6,0,0,0,32.8530087,35.3361947,15
46116,638,9999,קלנסווה,2020-04-08,2020,260,21809.0,1704.0,0,0,0,0,7,0,0,0,32.2854576,34.9810942,15
47735,531,9999,עראבה,2020-04-09,2020,260,24249.0,2003.0,0,0,0,0,13,0,0,0,32.8530087,35.3361947,15
47757,638,9999,קלנסווה,2020-04-09,2020,260,21809.0,1704.0,0,0,0,0,8,0,0,0,32.2854576,34.9810942,15
49376,531,9999,עראבה,2020-04-10,2020,260,24249.0,2003.0,0,0,0,0,25,0,0,0,32.8530087,35.3361947,15
49398,638,9999,קלנסווה,2020-04-10,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,15
51017,531,9999,עראבה,2020-04-11,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,15
51039,638,9999,קלנסווה,2020-04-11,2020,260,21809.0,1704.0,0,0,0,0,21,0,0,0,32.2854576,34.9810942,15
52658,531,9999,עראבה,2020-04-12,2020,260,24249.0,2003.0,0,0,0,0,13,0,0,0,32.8530087,35.3361947,15
52680,638,9999,קלנסווה,2020-04-12,2020,260,21809.0,1704.0,0,0,0,0,31,0,0,0,32.2854576,34.9810942,15
54299,531,9999,עראבה,2020-04-13,2020,260,24249.0,2003.0,0,0,0,0,25,0,0,0,32.8530087,35.3361947,16
54321,638,9999,קלנסווה,2020-04-13,2020,260,21809.0,1704.0,0,0,0,0,10,0,0,0,32.2854576,34.9810942,16
55940,531,9999,עראבה,2020-04-14,2020,260,24249.0,2003.0,0,0,0,0,18,0,0,0,32.8530087,35.3361947,16
55962,638,9999,קלנסווה,2020-04-14,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,16
57581,531,9999,עראבה,2020-04-15,2020,260,24249.0,2003.0,0,0,0,0,24,0,0,0,32.8530087,35.3361947,16
57603,638,9999,קלנסווה,2020-04-15,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,16
59222,531,9999,עראבה,2020-04-16,2020,260,24249.0,2003.0,0,0,0,0,32,0,0,0,32.8530087,35.3361947,16
59244,638,9999,קלנסווה,2020-04-16,2020,260,21809.0,1704.0,0,0,0,0,33,0,0,0,32.2854576,34.9810942,16
60863,531,9999,עראבה,2020-04-17,2020,260,24249.0,2003.0,0,0,0,0,30,0,0,0,32.8530087,35.3361947,16
60885,638,9999,קלנסווה,2020-04-17,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,16
62504,531,9999,עראבה,2020-04-18,2020,260,24249.0,2003.0,0,0,0,0,20,0,0,0,32.8530087,35.3361947,16
62526,638,9999,קלנסווה,2020-04-18,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,16
64145,531,9999,עראבה,2020-04-19,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,16
64167,638,9999,קלנסווה,2020-04-19,2020,260,21809.0,1704.0,0,0,0,0,8,0,0,0,32.2854576,34.9810942,16
65786,531,9999,עראבה,2020-04-20,2020,260,24249.0,2003.0,0,0,0,0,17,0,0,0,32.8530087,35.3361947,17
65808,638,9999,קלנסווה,2020-04-20,2020,260,21809.0,1704.0,0,0,0,0,38,0,0,0,32.2854576,34.9810942,17
67427,531,9999,עראבה,2020-04-21,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,17
67449,638,9999,קלנסווה,2020-04-21,2020,260,21809.0,1704.0,0,0,0,0,72,0,0,0,32.2854576,34.9810942,17
69068,531,9999,עראבה,2020-04-22,2020,260,24249.0,2003.0,0,0,0,0,20,0,0,0,32.8530087,35.3361947,17
69090,638,9999,קלנסווה,2020-04-22,2020,260,21809.0,1704.0,0,0,0,0,249,0,0,0,32.2854576,34.9810942,17
70709,531,9999,עראבה,2020-04-23,2020,260,24249.0,2003.0,0,0,0,0,21,0,0,0,32.8530087,35.3361947,17
70731,638,9999,קלנסווה,2020-04-23,2020,260,21809.0,1704.0,0,0,0,0,136,0,0,0,32.2854576,34.9810942,17
72350,531,9999,עראבה,2020-04-24,2020,260,24249.0,2003.0,0,0,0,0,21,0,0,0,32.8530087,35.3361947,17
72372,638,9999,קלנסווה,2020-04-24,2020,260,21809.0,1704.0,0,0,0,0,32,0,0,0,32.2854576,34.9810942,17
73991,531,9999,עראבה,2020-04-25,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,17
74013,638,9999,קלנסווה,2020-04-25,2020,260,21809.0,1704.0,0,0,0,0,9,0,0,0,32.2854576,34.9810942,17
75632,531,9999,עראבה,2020-04-26,2020,260,24249.0,2003.0,0,0,0,0,32,0,0,0,32.8530087,35.3361947,17
75654,638,9999,קלנסווה,2020-04-26,2020,260,21809.0,1704.0,0,0,0,0,17,0,0,0,32.2854576,34.9810942,17
77273,531,9999,עראבה,2020-04-27,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,18
77295,638,9999,קלנסווה,2020-04-27,2020,260,21809.0,1704.0,0,0,0,0,18,0,0,0,32.2854576,34.9810942,18
78914,531,9999,עראבה,2020-04-28,2020,260,24249.0,2003.0,0,0,0,0,13,0,0,0,32.8530087,35.3361947,18
78936,638,9999,קלנסווה,2020-04-28,2020,260,21809.0,1704.0,0,0,0,0,25,0,0,0,32.2854576,34.9810942,18
80555,531,9999,עראבה,2020-04-29,2020,260,24249.0,2003.0,0,0,0,0,13,0,0,0,32.8530087,35.3361947,18
80577,638,9999,קלנסווה,2020-04-29,2020,260,21809.0,1704.0,0,0,0,0,48,0,0,0,32.2854576,34.9810942,18
82196,531,9999,עראבה,2020-04-30,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,18
82218,638,9999,קלנסווה,2020-04-30,2020,260,21809.0,1704.0,0,0,0,0,58,0,0,0,32.2854576,34.9810942,18
83837,531,9999,עראבה,2020-05-01,2020,260,24249.0,2003.0,0,0,0,0,11,0,0,0,32.8530087,35.3361947,18
83859,638,9999,קלנסווה,2020-05-01,2020,260,21809.0,1704.0,0,0,0,0,26,0,0,0,32.2854576,34.9810942,18
85478,531,9999,עראבה,2020-05-02,2020,260,24249.0,2003.0,0,0,0,0,3,0,0,0,32.8530087,35.3361947,18
85500,638,9999,קלנסווה,2020-05-02,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,18
87119,531,9999,עראבה,2020-05-03,2020,260,24249.0,2003.0,0,0,0,0,22,0,0,0,32.8530087,35.3361947,18
87141,638,9999,קלנסווה,2020-05-03,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,18
88760,531,9999,עראבה,2020-05-04,2020,260,24249.0,2003.0,0,0,0,0,6,0,0,0,32.8530087,35.3361947,19
88782,638,9999,קלנסווה,2020-05-04,2020,260,21809.0,1704.0,0,0,0,0,12,0,0,0,32.2854576,34.9810942,19
90401,531,9999,עראבה,2020-05-05,2020,260,24249.0,2003.0,0,0,0,0,9,0,0,0,32.8530087,35.3361947,19
90423,638,9999,קלנסווה,2020-05-05,2020,260,21809.0,1704.0,0,0,0,0,9,0,0,0,32.2854576,34.9810942,19
92042,531,9999,עראבה,2020-05-06,2020,260,24249.0,2003.0,0,0,0,0,17,0,0,0,32.8530087,35.3361947,19
92064,638,9999,קלנסווה,2020-05-06,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,19
93683,531,9999,עראבה,2020-05-07,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,19
93705,638,9999,קלנסווה,2020-05-07,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,19
95324,531,9999,עראבה,2020-05-08,2020,260,24249.0,2003.0,0,0,0,0,13,0,0,0,32.8530087,35.3361947,19
95346,638,9999,קלנסווה,2020-05-08,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,19
96965,531,9999,עראבה,2020-05-09,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,19
96987,638,9999,קלנסווה,2020-05-09,2020,260,21809.0,1704.0,0,0,0,0,20,0,0,0,32.2854576,34.9810942,19
98606,531,9999,עראבה,2020-05-10,2020,260,24249.0,2003.0,0,0,0,0,6,0,0,0,32.8530087,35.3361947,19
98628,638,9999,קלנסווה,2020-05-10,2020,260,21809.0,1704.0,0,0,0,0,9,0,0,0,32.2854576,34.9810942,19
100247,531,9999,עראבה,2020-05-11,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,20
100269,638,9999,קלנסווה,2020-05-11,2020,260,21809.0,1704.0,0,0,0,0,19,0,0,0,32.2854576,34.9810942,20
101888,531,9999,עראבה,2020-05-12,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,20
101910,638,9999,קלנסווה,2020-05-12,2020,260,21809.0,1704.0,0,0,0,0,11,0,0,0,32.2854576,34.9810942,20
103529,531,9999,עראבה,2020-05-13,2020,260,24249.0,2003.0,0,0,0,0,9,0,0,0,32.8530087,35.3361947,20
103551,638,9999,קלנסווה,2020-05-13,2020,260,21809.0,1704.0,0,0,0,0,5,0,0,0,32.2854576,34.9810942,20
105170,531,9999,עראבה,2020-05-14,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,20
105192,638,9999,קלנסווה,2020-05-14,2020,260,21809.0,1704.0,0,0,0,0,13,0,0,0,32.2854576,34.9810942,20
106811,531,9999,עראבה,2020-05-15,2020,260,24249.0,2003.0,0,0,0,0,11,0,0,0,32.8530087,35.3361947,20
106833,638,9999,קלנסווה,2020-05-15,2020,260,21809.0,1704.0,0,0,0,0,4,0,0,0,32.2854576,34.9810942,20
108452,531,9999,עראבה,2020-05-16,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,20
108474,638,9999,קלנסווה,2020-05-16,2020,260,21809.0,1704.0,0,0,0,0,1,0,0,0,32.2854576,34.9810942,20
110093,531,9999,עראבה,2020-05-17,2020,260,24249.0,2003.0,0,0,0,0,7,0,0,0,32.8530087,35.3361947,20
110115,638,9999,קלנסווה,2020-05-17,2020,260,21809.0,1704.0,0,0,0,0,5,0,0,0,32.2854576,34.9810942,20
111734,531,9999,עראבה,2020-05-18,2020,260,24249.0,2003.0,0,0,0,0,11,0,0,0,32.8530087,35.3361947,21
111756,638,9999,קלנסווה,2020-05-18,2020,260,21809.0,1704.0,0,0,0,0,3,0,0,0,32.2854576,34.9810942,21
113375,531,9999,עראבה,2020-05-19,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,21
113397,638,9999,קלנסווה,2020-05-19,2020,260,21809.0,1704.0,0,0,0,0,24,0,0,0,32.2854576,34.9810942,21
115016,531,9999,עראבה,2020-05-20,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,21
115038,638,9999,קלנסווה,2020-05-20,2020,260,21809.0,1704.0,0,0,0,0,2,0,0,0,32.2854576,34.9810942,21
116657,531,9999,עראבה,2020-05-21,2020,260,24249.0,2003.0,0,0,0,0,4,0,0,0,32.8530087,35.3361947,21
116679,638,9999,קלנסווה,2020-05-21,2020,260,21809.0,1704.0,0,0,0,0,7,0,0,0,32.2854576,34.9810942,21
118298,531,9999,עראבה,2020-05-22,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,21
118320,638,9999,קלנסווה,2020-05-22,2020,260,21809.0,1704.0,0,0,0,0,6,0,0,0,32.2854576,34.9810942,21
119939,531,9999,עראבה,2020-05-23,2020,260,24249.0,2003.0,0,0,0,0,3,0,0,0,32.8530087,35.3361947,21
119961,638,9999,קלנסווה,2020-05-23,2020,260,21809.0,1704.0,0,0,0,0,1,0,0,0,32.2854576,34.9810942,21
121580,531,9999,עראבה,2020-05-24,2020,260,24249.0,2003.0,0,0,0,0,0,0,0,0,32.8530087,35.3361947,21
121602,638,9999,קלנסווה,2020-05-24,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,21
123221,531,9999,עראבה,2020-05-25,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,22
123243,638,9999,קלנסווה,2020-05-25,2020,260,21809.0,1704.0,0,0,0,0,4,0,0,0,32.2854576,34.9810942,22
124862,531,9999,עראבה,2020-05-26,2020,260,24249.0,2003.0,0,0,0,0,3,0,0,0,32.8530087,35.3361947,22
124884,638,9999,קלנסווה,2020-05-26,2020,260,21809.0,1704.0,0,0,0,0,8,0,0,0,32.2854576,34.9810942,22
126503,531,9999,עראבה,2020-05-27,2020,260,24249.0,2003.0,0,0,0,0,3,0,0,0,32.8530087,35.3361947,22
126525,638,9999,קלנסווה,2020-05-27,2020,260,21809.0,1704.0,0,0,0,0,3,0,0,0,32.2854576,34.9810942,22
128144,531,9999,עראבה,2020-05-28,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,22
128166,638,9999,קלנסווה,2020-05-28,2020,260,21809.0,1704.0,0,0,0,0,4,0,0,0,32.2854576,34.9810942,22
129785,531,9999,עראבה,2020-05-29,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,22
129807,638,9999,קלנסווה,2020-05-29,2020,260,21809.0,1704.0,0,0,0,0,1,0,0,0,32.2854576,34.9810942,22
131426,531,9999,עראבה,2020-05-30,2020,260,24249.0,2003.0,0,0,0,0,1,0,0,0,32.8530087,35.3361947,22
131448,638,9999,קלנסווה,2020-05-30,2020,260,21809.0,1704.0,0,0,0,0,1,0,0,0,32.2854576,34.9810942,22
133067,531,9999,עראבה,2020-05-31,2020,260,24249.0,2003.0,0,0,0,0,2,0,0,0,32.8530087,35.3361947,22
133089,638,9999,קלנסווה,2020-05-31,2020,260,21809.0,1704.0,0,0,0,0,0,0,0,0,32.2854576,34.9810942,22
134708,531,9999,עראבה,2020-06-01,2020,260,24249.0,2003.0,0,0,0,0,4,0,0,0,32.8530087,35.3361947,23
134730,638,9999,קלנסווה,2020-06-01,2020,260,21809.0,1704.0,0,0,0,0,4,0,0,0,32.2854576,34.9810942,23
136349,531,9999,עראבה,2020-06-02,2020,260,24249.0,2003.0,0,0,0,0,11,0,0,0,32.8530087,35.3361947,23
136371,638,9999,קלנסווה,2020-06-02,2020,260,21809.0,1704.0,0,0,0,0,15,0,0,0,32.2854576,34.9810942,23
137990,531,9999,עראבה,2020-06-03,2020,260,24249.0,2003.0,0,0,0,0,7,0,0,0,32.8530087,35.3361947,23
138012,638,9999,קלנסווה,2020-06-03,2020,260,21809.0,1704.0,0,0,0,0,8,0,0,0,32.2854576,34.9810942,23
139631,531,9999,עראבה,2020-06-04,2020,260,24249.0,2003.0,0,0,0,0,25,0,0,0,32.8530087,35.3361947,23
139653,638,9999,קלנסווה,2020-06-04,2020,260,21809.0,1704.0,0,0,0,0,9,0,0,0,32.2854576,34.9810942,23
141272,531,9999,עראבה,2020-06-05,2020,260,24249.0,2003.0,0,0,0,0,9,0,0,0,32.8530087,35.3361947,23
141294,638,9999,קלנסווה,2020-06-05,2020,260,21809.0,1704.0,0,0,0,0,14,0,0,0,32.2854576,34.9810942,23
141429,1303,9999,חורה,2020-06-05,2020,260,22427.0,675.0,5,1,15,0,39,0,0,0,31.2997256,34.935863,23
142913,531,9999,עראבה,2020-06-06,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,23
142935,638,9999,קלנסווה,2020-06-06,2020,260,21809.0,1704.0,0,0,0,0,3,0,0,0,32.2854576,34.9810942,23
144554,531,9999,עראבה,2020-06-07,2020,260,24249.0,2003.0,0,0,0,0,14,0,0,0,32.8530087,35.3361947,23
144576,638,9999,קלנסווה,2020-06-07,2020,260,21809.0,1704.0,0,0,0,0,11,0,0,0,32.2854576,34.9810942,23
146195,531,9999,עראבה,2020-06-08,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,24
146217,638,9999,קלנסווה,2020-06-08,2020,260,21809.0,1704.0,0,0,0,0,51,0,0,0,32.2854576,34.9810942,24
147836,531,9999,עראבה,2020-06-09,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,24
147858,638,9999,קלנסווה,2020-06-09,2020,260,21809.0,1704.0,0,0,0,0,7,0,0,0,32.2854576,34.9810942,24
149477,531,9999,עראבה,2020-06-10,2020,260,24249.0,2003.0,0,0,0,0,4,0,0,0,32.8530087,35.3361947,24
149499,638,9999,קלנסווה,2020-06-10,2020,260,21809.0,1704.0,0,0,0,0,12,0,0,0,32.2854576,34.9810942,24
151118,531,9999,עראבה,2020-06-11,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,24
151140,638,9999,קלנסווה,2020-06-11,2020,260,21809.0,1704.0,0,0,0,0,13,0,0,0,32.2854576,34.9810942,24
152759,531,9999,עראבה,2020-06-12,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,24
152781,638,9999,קלנסווה,2020-06-12,2020,260,21809.0,1704.0,0,0,0,0,24,0,0,0,32.2854576,34.9810942,24
154400,531,9999,עראבה,2020-06-13,2020,260,24249.0,2003.0,0,0,0,0,5,0,0,0,32.8530087,35.3361947,24
154422,638,9999,קלנסווה,2020-06-13,2020,260,21809.0,1704.0,0,0,0,0,16,0,0,0,32.2854576,34.9810942,24
156041,531,9999,עראבה,2020-06-14,2020,260,24249.0,2003.0,0,0,0,0,6,0,0,0,32.8530087,35.3361947,24
156063,638,9999,קלנסווה,2020-06-14,2020,260,21809.0,1704.0,0,0,0,0,55,0,0,0,32.2854576,34.9810942,24
157682,531,9999,עראבה,2020-06-15,2020,260,24249.0,2003.0,0,0,0,0,16,0,0,0,32.8530087,35.3361947,25
157704,638,9999,קלנסווה,2020-06-15,2020,260,21809.0,1704.0,15,0,0,0,32,0,0,0,32.2854576,34.9810942,25
159323,531,9999,עראבה,2020-06-16,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,25
159345,638,9999,קלנסווה,2020-06-16,2020,260,21809.0,1704.0,0,0,0,0,23,0,0,0,32.2854576,34.9810942,25
160964,531,9999,עראבה,2020-06-17,2020,260,24249.0,2003.0,0,0,0,0,15,0,0,0,32.8530087,35.3361947,25
160986,638,9999,קלנסווה,2020-06-17,2020,260,21809.0,1704.0,0,0,0,0,26,0,0,0,32.2854576,34.9810942,25
162605,531,9999,עראבה,2020-06-18,2020,260,24249.0,2003.0,0,0,0,0,10,0,0,0,32.8530087,35.3361947,25
162627,638,9999,קלנסווה,2020-06-18,2020,260,21809.0,1704.0,0,0,0,0,18,0,0,0,32.2854576,34.9810942,25
164246,531,9999,עראבה,2020-06-19,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,25
164268,638,9999,קלנסווה,2020-06-19,2020,260,21809.0,1704.0,1,0,0,0,23,0,0,0,32.2854576,34.9810942,25
165887,531,9999,עראבה,2020-06-20,2020,260,24249.0,2003.0,0,0,0,0,12,0,0,0,32.8530087,35.3361947,25
165909,638,9999,קלנסווה,2020-06-20,2020,260,21809.0,1704.0,1,0,0,0,8,0,0,0,32.2854576,34.9810942,25
167528,531,9999,עראבה,2020-06-21,2020,260,24249.0,2003.0,0,0,0,0,18,0,0,0,32.8530087,35.3361947,25
167550,638,9999,קלנסווה,2020-06-21,2020,260,21809.0,1704.0,0,0,0,0,27,0,0,0,32.2854576,34.9810942,25
169169,531,9999,עראבה,2020-06-22,2020,260,24249.0,2003.0,0,0,0,0,8,0,0,0,32.8530087,35.3361947,26
169191,638,9999,קלנסווה,2020-06-22,2020,260,21809.0,1704.0,0,0,0,0,24,0,0,0,32.2854576,34.9810942,26
