style_code,town_code,town,agas_code,under_60,over_60,year
120,3000,ירושלים,111,2816,136,2020
120,3000,ירושלים,112,2616,225,2020
120,3000,ירושלים,113,3571,391,2020
120,3000,ירושלים,114,3700,328,2020
120,3000,ירושלים,115,4349,404,2020
120,3000,ירושלים,116,6749,638,2020
120,3000,ירושלים,121,4177,992,2020
120,3000,ירושלים,122,2577,646,2020
120,3000,ירושלים,123,3776,1131,2020
120,3000,ירושלים,124,1827,453,2020
120,3000,ירושלים,125,3705,633,2020
120,3000,ירושלים,131,2277,309,2020
120,3000,ירושלים,132,3594,904,2020
120,3000,ירושלים,133,4832,740,2020
120,3000,ירושלים,134,2164,565,2020
120,3000,ירושלים,135,3443,958,2020
120,3000,ירושלים,136,3183,916,2020
120,3000,ירושלים,411,5260,470,2020
120,3000,ירושלים,412,4435,324,2020
120,3000,ירושלים,413,4064,447,2020
120,3000,ירושלים,421,6370,596,2020
120,3000,ירושלים,422,3394,389,2020
120,3000,ירושלים,423,5214,249,2020
120,3000,ירושלים,424,2915,271,2020
120,3000,ירושלים,425,5882,535,2020
120,3000,ירושלים,426,5305,408,2020
120,3000,ירושלים,431,4509,748,2020
120,3000,ירושלים,432,4663,451,2020
120,3000,ירושלים,433,2320,308,2020
120,3000,ירושלים,434,3301,459,2020
120,3000,ירושלים,435,1554,555,2020
120,3000,ירושלים,512,2378,506,2020
120,3000,ירושלים,513,3522,426,2020
120,3000,ירושלים,514,3841,430,2020
120,3000,ירושלים,515,3945,614,2020
120,3000,ירושלים,521,3755,599,2020
120,3000,ירושלים,522,3807,373,2020
120,3000,ירושלים,523,2548,586,2020
120,3000,ירושלים,531,2917,338,2020
120,3000,ירושלים,532,4710,280,2020
120,3000,ירושלים,533,2327,372,2020
120,3000,ירושלים,541,3017,1032,2020
120,3000,ירושלים,542,2559,511,2020
120,3000,ירושלים,543,653,6,2020
120,3000,ירושלים,812,3206,479,2020
120,3000,ירושלים,821,8171,576,2020
120,3000,ירושלים,822,6438,460,2020
120,3000,ירושלים,823,3902,246,2020
120,3000,ירושלים,824,9112,743,2020
120,3000,ירושלים,825,2552,250,2020
120,3000,ירושלים,826,5723,602,2020
120,3000,ירושלים,832,3726,377,2020
120,3000,ירושלים,833,1357,166,2020
120,3000,ירושלים,834,3886,512,2020
120,3000,ירושלים,835,2457,229,2020
120,3000,ירושלים,836,3818,450,2020
120,3000,ירושלים,841,1587,292,2020
120,3000,ירושלים,842,662,124,2020
120,3000,ירושלים,843,805,128,2020
120,3000,ירושלים,846,911,268,2020
120,3000,ירושלים,847,601,232,2020
120,3000,ירושלים,848,1044,270,2020
120,3000,ירושלים,851,757,131,2020
120,3000,ירושלים,852,563,153,2020
120,3000,ירושלים,853,1504,336,2020
120,3000,ירושלים,854,1505,269,2020
120,3000,ירושלים,855,1339,238,2020
120,3000,ירושלים,856,881,179,2020
120,3000,ירושלים,857,925,207,2020
120,3000,ירושלים,858,595,135,2020
120,3000,ירושלים,861,508,395,2020
120,3000,ירושלים,862,1201,286,2020
120,3000,ירושלים,863,2407,736,2020
120,3000,ירושלים,864,2045,665,2020
120,3000,ירושלים,911,2354,630,2020
120,3000,ירושלים,912,4742,543,2020
120,3000,ירושלים,913,1725,584,2020
120,3000,ירושלים,914,8253,559,2020
120,3000,ירושלים,915,6214,423,2020
120,3000,ירושלים,921,3238,587,2020
120,3000,ירושלים,922,2816,335,2020
120,3000,ירושלים,923,5879,604,2020
120,3000,ירושלים,924,36,9,2020
120,3000,ירושלים,925,540,166,2020
120,3000,ירושלים,931,2288,647,2020
120,3000,ירושלים,932,5523,895,2020
120,3000,ירושלים,933,4071,518,2020
120,3000,ירושלים,934,1823,406,2020
120,3000,ירושלים,1011,3612,1149,2020
120,3000,ירושלים,1012,3488,1843,2020
120,3000,ירושלים,1013,3641,948,2020
120,3000,ירושלים,1014,2689,691,2020
120,3000,ירושלים,1015,4933,660,2020
120,3000,ירושלים,1016,3423,473,2020
120,3000,ירושלים,1021,855,295,2020
120,3000,ירושלים,1022,1318,472,2020
120,3000,ירושלים,1024,321,4,2020
120,3000,ירושלים,1031,6051,995,2020
120,3000,ירושלים,1032,3684,456,2020
120,3000,ירושלים,1034,4014,859,2020
120,3000,ירושלים,1035,5475,361,2020
120,3000,ירושלים,1041,1642,539,2020
120,3000,ירושלים,1042,1923,670,2020
120,3000,ירושלים,1043,3907,883,2020
120,3000,ירושלים,1044,1933,623,2020
120,3000,ירושלים,1115,1561,470,2020
120,3000,ירושלים,1121,2330,651,2020
120,3000,ירושלים,1122,4348,738,2020
120,3000,ירושלים,1123,1636,328,2020
120,3000,ירושלים,1124,3605,563,2020
120,3000,ירושלים,1131,2078,762,2020
120,3000,ירושלים,1132,3960,872,2020
120,3000,ירושלים,1133,1496,437,2020
120,3000,ירושלים,1134,1277,324,2020
120,3000,ירושלים,1141,3805,951,2020
120,3000,ירושלים,1142,1616,394,2020
120,3000,ירושלים,1143,3662,749,2020
120,3000,ירושלים,1144,3298,736,2020
120,3000,ירושלים,1145,57,0,2020
120,3000,ירושלים,1147,2589,1067,2020
120,3000,ירושלים,1211,1859,444,2020
120,3000,ירושלים,1212,2492,668,2020
120,3000,ירושלים,1213,1978,582,2020
120,3000,ירושלים,1214,2171,518,2020
120,3000,ירושלים,1215,4266,1175,2020
120,3000,ירושלים,1216,3206,1004,2020
120,3000,ירושלים,1217,3327,830,2020
120,3000,ירושלים,1221,6010,861,2020
120,3000,ירושלים,1222,3752,1268,2020
120,3000,ירושלים,1223,2749,932,2020
120,3000,ירושלים,1311,1783,688,2020
120,3000,ירושלים,1312,2315,1100,2020
120,3000,ירושלים,1313,1335,580,2020
120,3000,ירושלים,1314,1295,711,2020
120,3000,ירושלים,1321,1440,742,2020
120,3000,ירושלים,1322,805,300,2020
120,3000,ירושלים,1333,1274,666,2020
120,3000,ירושלים,1334,1741,759,2020
120,3000,ירושלים,1335,2349,651,2020
120,3000,ירושלים,1336,774,469,2020
120,3000,ירושלים,1337,2275,905,2020
120,3000,ירושלים,1341,2028,1103,2020
120,3000,ירושלים,1342,3145,1388,2020
120,3000,ירושלים,1343,2930,987,2020
120,3000,ירושלים,1344,2617,624,2020
120,3000,ירושלים,1345,1319,448,2020
120,3000,ירושלים,1346,1579,519,2020
120,3000,ירושלים,1351,3364,889,2020
120,3000,ירושלים,1352,2072,640,2020
120,3000,ירושלים,1353,1877,558,2020
120,3000,ירושלים,1354,1688,811,2020
120,3000,ירושלים,1355,2256,658,2020
120,3000,ירושלים,1622,15821,1856,2020
120,3000,ירושלים,1623,7004,555,2020
120,3000,ירושלים,1631,3033,609,2020
120,3000,ירושלים,1632,4699,1247,2020
120,3000,ירושלים,1633,4380,1241,2020
120,3000,ירושלים,1634,3577,1176,2020
120,3000,ירושלים,1641,2852,740,2020
120,3000,ירושלים,1642,2374,574,2020
120,3000,ירושלים,1643,2219,470,2020
120,3000,ירושלים,1644,1882,498,2020
120,3000,ירושלים,2111,37402,1625,2020
120,3000,ירושלים,2112,40645,3688,2020
120,3000,ירושלים,2211,21893,1993,2020
120,3000,ירושלים,2212,22068,845,2020
120,3000,ירושלים,2213,11617,458,2020
120,3000,ירושלים,2311,19106,1036,2020
120,3000,ירושלים,2312,27846,2247,2020
120,3000,ירושלים,2411,12185,1614,2020
120,3000,ירושלים,2412,5672,660,2020
120,3000,ירושלים,2511,19421,2431,2020
120,3000,ירושלים,2512,2889,352,2020
120,3000,ירושלים,2513,1792,372,2020
120,3000,ירושלים,2514,3151,720,2020
120,3000,ירושלים,2611,18329,1246,2020
120,3000,ירושלים,2612,11594,898,2020
120,3000,ירושלים,2613,19997,1282,2020
120,3000,ירושלים,2711,24895,1248,2020
120,3000,ירושלים,2811,18801,955,2020
120,3000,ירושלים,2812,4596,269,2020
120,3000,ירושלים,2911,13625,1198,2020
130,70,אשדוד,112,42,0,2020
130,70,אשדוד,122,1782,1228,2020
130,70,אשדוד,123,2738,1066,2020
130,70,אשדוד,125,1835,720,2020
130,70,אשדוד,126,2553,1223,2020
130,70,אשדוד,131,1578,552,2020
130,70,אשדוד,132,1228,557,2020
130,70,אשדוד,133,2920,1034,2020
130,70,אשדוד,141,5723,164,2020
130,70,אשדוד,142,2922,464,2020
130,70,אשדוד,143,4098,581,2020
130,70,אשדוד,144,6089,1028,2020
130,70,אשדוד,211,12017,309,2020
130,70,אשדוד,212,7187,176,2020
130,70,אשדוד,221,3279,426,2020
130,70,אשדוד,222,3363,695,2020
130,70,אשדוד,223,3333,606,2020
130,70,אשדוד,231,2312,1111,2020
130,70,אשדוד,232,2477,669,2020
130,70,אשדוד,233,2848,956,2020
130,70,אשדוד,234,2688,1206,2020
130,70,אשדוד,241,4461,1289,2020
130,70,אשדוד,242,1917,631,2020
130,70,אשדוד,243,2232,921,2020
130,70,אשדוד,244,1553,709,2020
130,70,אשדוד,311,1748,609,2020
130,70,אשדוד,312,869,518,2020
130,70,אשדוד,313,1791,403,2020
130,70,אשדוד,314,4910,1340,2020
130,70,אשדוד,315,2983,1086,2020
130,70,אשדוד,316,4691,1332,2020
130,70,אשדוד,317,3854,1367,2020
130,70,אשדוד,321,3364,1376,2020
130,70,אשדוד,322,4181,233,2020
130,70,אשדוד,323,4410,1026,2020
130,70,אשדוד,331,1917,843,2020
130,70,אשדוד,332,1185,567,2020
130,70,אשדוד,333,4083,919,2020
130,70,אשדוד,342,2914,1254,2020
130,70,אשדוד,343,2264,902,2020
130,70,אשדוד,411,3092,1180,2020
130,70,אשדוד,412,2444,1026,2020
130,70,אשדוד,413,1798,668,2020
130,70,אשדוד,415,6463,529,2020
130,70,אשדוד,421,5439,1449,2020
130,70,אשדוד,422,8043,1378,2020
130,70,אשדוד,423,3377,1168,2020
130,70,אשדוד,424,2023,553,2020
130,70,אשדוד,425,4214,1204,2020
130,70,אשדוד,426,2784,1055,2020
130,70,אשדוד,432,3551,890,2020
130,70,אשדוד,433,4399,1136,2020
130,70,אשדוד,434,5013,820,2020
130,4000,חיפה,111,2073,366,2020
130,4000,חיפה,112,4833,1043,2020
130,4000,חיפה,121,3565,1305,2020
130,4000,חיפה,122,3242,1447,2020
130,4000,חיפה,131,2505,706,2020
130,4000,חיפה,132,2495,727,2020
130,4000,חיפה,133,2433,771,2020
130,4000,חיפה,134,3454,1260,2020
130,4000,חיפה,135,3465,1299,2020
130,4000,חיפה,214,0,0,2020
130,4000,חיפה,222,0,40,2020
130,4000,חיפה,232,0,0,2020
130,4000,חיפה,311,615,122,2020
130,4000,חיפה,314,1124,301,2020
130,4000,חיפה,321,40,4,2020
130,4000,חיפה,324,1088,204,2020
130,4000,חיפה,331,1027,273,2020
130,4000,חיפה,332,1688,468,2020
130,4000,חיפה,333,888,341,2020
130,4000,חיפה,334,2476,1139,2020
130,4000,חיפה,411,2413,1136,2020
130,4000,חיפה,412,2038,1065,2020
130,4000,חיפה,413,2938,773,2020
130,4000,חיפה,414,3166,1035,2020
130,4000,חיפה,417,2156,1221,2020
130,4000,חיפה,418,999,351,2020
130,4000,חיפה,421,1636,416,2020
130,4000,חיפה,422,2840,1132,2020
130,4000,חיפה,423,3199,1388,2020
130,4000,חיפה,424,2259,1256,2020
130,4000,חיפה,425,2129,527,2020
130,4000,חיפה,426,2558,1266,2020
130,4000,חיפה,431,252,137,2020
130,4000,חיפה,433,3637,572,2020
130,4000,חיפה,511,4271,1417,2020
130,4000,חיפה,512,2559,1044,2020
130,4000,חיפה,513,2268,814,2020
130,4000,חיפה,514,1997,810,2020
130,4000,חיפה,521,1123,595,2020
130,4000,חיפה,522,1144,707,2020
130,4000,חיפה,523,1063,632,2020
130,4000,חיפה,524,1790,728,2020
130,4000,חיפה,525,2604,1089,2020
130,4000,חיפה,526,2586,1135,2020
130,4000,חיפה,527,2108,481,2020
130,4000,חיפה,528,2589,1210,2020
130,4000,חיפה,531,3201,1081,2020
130,4000,חיפה,532,2888,825,2020
130,4000,חיפה,533,3014,1232,2020
130,4000,חיפה,611,2534,570,2020
130,4000,חיפה,612,1459,378,2020
130,4000,חיפה,613,2289,623,2020
130,4000,חיפה,621,2652,980,2020
130,4000,חיפה,622,2535,656,2020
130,4000,חיפה,623,2624,925,2020
130,4000,חיפה,631,3333,1170,2020
130,4000,חיפה,632,1959,636,2020
130,4000,חיפה,633,1066,464,2020
130,4000,חיפה,634,1115,400,2020
130,4000,חיפה,641,3224,833,2020
130,4000,חיפה,642,4015,557,2020
130,4000,חיפה,643,2223,174,2020
130,4000,חיפה,644,512,206,2020
130,4000,חיפה,711,1395,271,2020
130,4000,חיפה,712,2808,1053,2020
130,4000,חיפה,713,3617,1440,2020
130,4000,חיפה,714,3773,1264,2020
130,4000,חיפה,715,685,153,2020
130,4000,חיפה,721,2877,1201,2020
130,4000,חיפה,722,3013,754,2020
130,4000,חיפה,723,3692,1250,2020
130,4000,חיפה,731,1609,830,2020
130,4000,חיפה,732,2514,1362,2020
130,4000,חיפה,733,1701,804,2020
130,4000,חיפה,811,2665,846,2020
130,4000,חיפה,812,3470,0,2020
130,4000,חיפה,813,2108,534,2020
130,4000,חיפה,821,4139,882,2020
130,4000,חיפה,822,1385,517,2020
130,4000,חיפה,823,1587,618,2020
130,4000,חיפה,824,1930,608,2020
130,4000,חיפה,911,2429,1295,2020
130,4000,חיפה,912,2761,1015,2020
130,4000,חיפה,921,1788,771,2020
130,4000,חיפה,922,2466,1279,2020
130,4000,חיפה,931,2020,1035,2020
130,4000,חיפה,932,3615,1198,2020
130,4000,חיפה,933,2613,1014,2020
130,4000,חיפה,934,2258,1041,2020
130,4000,חיפה,941,1416,701,2020
130,4000,חיפה,942,1286,635,2020
130,4000,חיפה,943,1949,1705,2020
130,4000,חיפה,944,3424,1536,2020
130,4000,חיפה,945,655,0,2020
130,5000,תל אביב -יפו,113,10022,2303,2020
130,5000,תל אביב -יפו,114,5379,1761,2020
130,5000,תל אביב -יפו,115,4171,1525,2020
130,5000,תל אביב -יפו,117,4389,1803,2020
130,5000,תל אביב -יפו,121,2673,1096,2020
130,5000,תל אביב -יפו,122,2446,1215,2020
130,5000,תל אביב -יפו,123,3561,1272,2020
130,5000,תל אביב -יפו,124,3045,1585,2020
130,5000,תל אביב -יפו,125,3718,1040,2020
130,5000,תל אביב -יפו,131,1720,780,2020
130,5000,תל אביב -יפו,132,2419,720,2020
130,5000,תל אביב -יפו,133,3916,1189,2020
130,5000,תל אביב -יפו,134,5010,663,2020
130,5000,תל אביב -יפו,211,4692,1170,2020
130,5000,תל אביב -יפו,212,4418,1232,2020
130,5000,תל אביב -יפו,213,2809,598,2020
130,5000,תל אביב -יפו,214,2139,830,2020
130,5000,תל אביב -יפו,215,4421,910,2020
130,5000,תל אביב -יפו,216,2043,607,2020
130,5000,תל אביב -יפו,222,3193,890,2020
130,5000,תל אביב -יפו,223,4338,958,2020
130,5000,תל אביב -יפו,224,1607,527,2020
130,5000,תל אביב -יפו,225,3209,788,2020
130,5000,תל אביב -יפו,226,4173,936,2020
130,5000,תל אביב -יפו,231,3161,959,2020
130,5000,תל אביב -יפו,232,2076,620,2020
130,5000,תל אביב -יפו,233,3172,767,2020
130,5000,תל אביב -יפו,234,0,231,2020
130,5000,תל אביב -יפו,312,2011,444,2020
130,5000,תל אביב -יפו,313,1781,341,2020
130,5000,תל אביב -יפו,314,3739,702,2020
130,5000,תל אביב -יפו,315,3317,595,2020
130,5000,תל אביב -יפו,316,1558,305,2020
130,5000,תל אביב -יפו,317,1834,342,2020
130,5000,תל אביב -יפו,321,1532,292,2020
130,5000,תל אביב -יפו,322,1414,285,2020
130,5000,תל אביב -יפו,323,3615,610,2020
130,5000,תל אביב -יפו,324,1931,358,2020
130,5000,תל אביב -יפו,325,3125,701,2020
130,5000,תל אביב -יפו,326,2302,519,2020
130,5000,תל אביב -יפו,333,1256,259,2020
130,5000,תל אביב -יפו,334,1915,382,2020
130,5000,תל אביב -יפו,335,1294,379,2020
130,5000,תל אביב -יפו,336,1719,380,2020
130,5000,תל אביב -יפו,337,1632,278,2020
130,5000,תל אביב -יפו,338,1570,385,2020
130,5000,תל אביב -יפו,341,1859,295,2020
130,5000,תל אביב -יפו,342,1852,334,2020
130,5000,תל אביב -יפו,343,1922,328,2020
130,5000,תל אביב -יפו,344,1699,336,2020
130,5000,תל אביב -יפו,345,1925,367,2020
130,5000,תל אביב -יפו,346,2208,377,2020
130,5000,תל אביב -יפו,347,2515,507,2020
130,5000,תל אביב -יפו,348,1116,166,2020
130,5000,תל אביב -יפו,349,1382,307,2020
130,5000,תל אביב -יפו,411,4099,1027,2020
130,5000,תל אביב -יפו,412,3797,1086,2020
130,5000,תל אביב -יפו,413,3167,670,2020
130,5000,תל אביב -יפו,414,2631,451,2020
130,5000,תל אביב -יפו,415,3519,553,2020
130,5000,תל אביב -יפו,421,2264,412,2020
130,5000,תל אביב -יפו,422,2683,791,2020
130,5000,תל אביב -יפו,423,2428,850,2020
130,5000,תל אביב -יפו,424,2503,576,2020
130,5000,תל אביב -יפו,427,1956,439,2020
130,5000,תל אביב -יפו,431,2335,439,2020
130,5000,תל אביב -יפו,432,3070,1006,2020
130,5000,תל אביב -יפו,433,2570,660,2020
130,5000,תל אביב -יפו,434,39,32,2020
130,5000,תל אביב -יפו,435,789,459,2020
130,5000,תל אביב -יפו,436,1800,258,2020
130,5000,תל אביב -יפו,437,1776,823,2020
130,5000,תל אביב -יפו,511,1042,319,2020
130,5000,תל אביב -יפו,512,2021,384,2020
130,5000,תל אביב -יפו,513,2257,466,2020
130,5000,תל אביב -יפו,514,2410,446,2020
130,5000,תל אביב -יפו,515,3134,569,2020
130,5000,תל אביב -יפו,516,3794,586,2020
130,5000,תל אביב -יפו,517,2833,515,2020
130,5000,תל אביב -יפו,521,1468,312,2020
130,5000,תל אביב -יפו,522,1590,400,2020
130,5000,תל אביב -יפו,523,1307,248,2020
130,5000,תל אביב -יפו,532,448,116,2020
130,5000,תל אביב -יפו,533,3160,710,2020
130,5000,תל אביב -יפו,541,1175,160,2020
130,5000,תל אביב -יפו,542,1094,115,2020
130,5000,תל אביב -יפו,543,1303,322,2020
130,5000,תל אביב -יפו,544,1807,289,2020
130,5000,תל אביב -יפו,552,942,156,2020
130,5000,תל אביב -יפו,554,934,175,2020
130,5000,תל אביב -יפו,555,1981,295,2020
130,5000,תל אביב -יפו,557,1707,196,2020
130,5000,תל אביב -יפו,611,2540,377,2020
130,5000,תל אביב -יפו,612,3579,775,2020
130,5000,תל אביב -יפו,621,439,28,2020
130,5000,תל אביב -יפו,626,1872,190,2020
130,5000,תל אביב -יפו,711,1803,342,2020
130,5000,תל אביב -יפו,712,3152,349,2020
130,5000,תל אביב -יפו,715,1344,228,2020
130,5000,תל אביב -יפו,721,831,280,2020
130,5000,תל אביב -יפו,723,2216,431,2020
130,5000,תל אביב -יפו,724,1054,250,2020
130,5000,תל אביב -יפו,725,2061,381,2020
130,5000,תל אביב -יפו,731,2447,376,2020
130,5000,תל אביב -יפו,732,3173,536,2020
130,5000,תל אביב -יפו,733,1334,371,2020
130,5000,תל אביב -יפו,734,2967,357,2020
130,5000,תל אביב -יפו,735,2186,475,2020
130,5000,תל אביב -יפו,736,2868,825,2020
130,5000,תל אביב -יפו,743,2558,739,2020
130,5000,תל אביב -יפו,744,3207,904,2020
130,5000,תל אביב -יפו,745,3262,601,2020
130,5000,תל אביב -יפו,746,3009,730,2020
130,5000,תל אביב -יפו,747,2006,675,2020
130,5000,תל אביב -יפו,748,2377,501,2020
130,5000,תל אביב -יפו,811,2024,173,2020
130,5000,תל אביב -יפו,812,5113,415,2020
130,5000,תל אביב -יפו,813,2117,170,2020
130,5000,תל אביב -יפו,814,2950,396,2020
130,5000,תל אביב -יפו,815,535,118,2020
130,5000,תל אביב -יפו,816,481,119,2020
130,5000,תל אביב -יפו,821,332,117,2020
130,5000,תל אביב -יפו,822,2625,454,2020
130,5000,תל אביב -יפו,823,1221,256,2020
130,5000,תל אביב -יפו,824,1827,426,2020
130,5000,תל אביב -יפו,826,960,113,2020
130,5000,תל אביב -יפו,832,3101,779,2020
130,5000,תל אביב -יפו,833,3936,991,2020
130,5000,תל אביב -יפו,911,3458,1072,2020
130,5000,תל אביב -יפו,912,3160,945,2020
130,5000,תל אביב -יפו,914,873,127,2020
130,5000,תל אביב -יפו,915,2630,537,2020
130,5000,תל אביב -יפו,916,1480,357,2020
130,5000,תל אביב -יפו,921,3665,961,2020
130,5000,תל אביב -יפו,922,1577,432,2020
130,5000,תל אביב -יפו,923,59,231,2020
130,5000,תל אביב -יפו,924,977,267,2020
130,5000,תל אביב -יפו,925,2352,766,2020
130,5000,תל אביב -יפו,926,2562,685,2020
130,5000,תל אביב -יפו,927,4102,990,2020
130,5000,תל אביב -יפו,929,2871,1336,2020
130,5000,תל אביב -יפו,931,1042,388,2020
130,5000,תל אביב -יפו,932,586,169,2020
130,5000,תל אביב -יפו,933,2559,849,2020
130,5000,תל אביב -יפו,934,1176,438,2020
130,5000,תל אביב -יפו,935,1207,421,2020
130,5000,תל אביב -יפו,936,3011,555,2020
130,5000,תל אביב -יפו,937,4085,1079,2020
130,5000,תל אביב -יפו,941,3370,827,2020
130,5000,תל אביב -יפו,942,3781,1261,2020
130,5000,תל אביב -יפו,943,2454,532,2020
130,5000,תל אביב -יפו,944,2701,808,2020
130,5000,תל אביב -יפו,945,1975,567,2020
130,5000,תל אביב -יפו,946,2487,823,2020
130,5000,תל אביב -יפו,947,3562,1162,2020
130,6100,בני ברק,112,2433,164,2020
130,6100,בני ברק,113,3379,306,2020
130,6100,בני ברק,114,4237,263,2020
130,6100,בני ברק,115,6345,448,2020
130,6100,בני ברק,116,69,0,2020
130,6100,בני ברק,121,3255,575,2020
130,6100,בני ברק,122,5276,582,2020
130,6100,בני ברק,123,8735,1137,2020
130,6100,בני ברק,211,6089,753,2020
130,6100,בני ברק,212,4781,329,2020
130,6100,בני ברק,213,4757,403,2020
130,6100,בני ברק,214,3577,590,2020
130,6100,בני ברק,221,3951,355,2020
130,6100,בני ברק,222,7436,389,2020
130,6100,בני ברק,223,9351,587,2020
130,6100,בני ברק,231,3096,430,2020
130,6100,בני ברק,232,7160,735,2020
130,6100,בני ברק,233,7771,600,2020
130,6100,בני ברק,311,6538,511,2020
130,6100,בני ברק,312,4573,425,2020
130,6100,בני ברק,313,4619,305,2020
130,6100,בני ברק,314,5138,595,2020
130,6100,בני ברק,315,10179,577,2020
130,6100,בני ברק,321,4750,773,2020
130,6100,בני ברק,322,6460,692,2020
130,6100,בני ברק,323,6298,715,2020
130,6100,בני ברק,411,9602,637,2020
130,6100,בני ברק,412,1795,340,2020
130,6100,בני ברק,413,4247,754,2020
130,6100,בני ברק,414,2625,341,2020
130,6100,בני ברק,415,3370,583,2020
130,6100,בני ברק,421,1736,455,2020
130,6100,בני ברק,422,3276,418,2020
130,6100,בני ברק,423,4124,372,2020
130,6100,בני ברק,424,4467,429,2020
130,6100,בני ברק,425,4384,403,2020
130,6100,בני ברק,426,6111,637,2020
130,6100,בני ברק,427,3774,408,2020
130,7400,נתניה,111,638,208,2020
130,7400,נתניה,112,2292,717,2020
130,7400,נתניה,113,3996,813,2020
130,7400,נתניה,114,7974,1175,2020
130,7400,נתניה,115,21762,1929,2020
130,7400,נתניה,122,704,52,2020
130,7400,נתניה,123,95,4,2020
130,7400,נתניה,211,2799,1069,2020
130,7400,נתניה,212,2549,832,2020
130,7400,נתניה,213,3263,606,2020
130,7400,נתניה,221,3929,848,2020
130,7400,נתניה,222,1734,647,2020
130,7400,נתניה,223,3434,627,2020
130,7400,נתניה,231,3741,1288,2020
130,7400,נתניה,232,2327,1115,2020
130,7400,נתניה,233,1964,1077,2020
130,7400,נתניה,241,3555,1177,2020
130,7400,נתניה,242,2375,784,2020
130,7400,נתניה,243,2617,1121,2020
130,7400,נתניה,311,1758,1016,2020
130,7400,נתניה,312,1375,735,2020
130,7400,נתניה,313,1742,979,2020
130,7400,נתניה,321,1920,1364,2020
130,7400,נתניה,322,3663,2800,2020
130,7400,נתניה,323,1896,1511,2020
130,7400,נתניה,324,1059,954,2020
130,7400,נתניה,331,1595,870,2020
130,7400,נתניה,332,1625,637,2020
130,7400,נתניה,333,2557,888,2020
130,7400,נתניה,334,1960,995,2020
130,7400,נתניה,341,2931,1453,2020
130,7400,נתניה,342,1870,914,2020
130,7400,נתניה,343,2040,680,2020
130,7400,נתניה,351,4834,1347,2020
130,7400,נתניה,352,9348,1541,2020
130,7400,נתניה,353,731,272,2020
130,7400,נתניה,354,1893,705,2020
130,7400,נתניה,355,1591,521,2020
130,7400,נתניה,411,1338,479,2020
130,7400,נתניה,412,1382,589,2020
130,7400,נתניה,413,3084,1149,2020
130,7400,נתניה,414,4453,803,2020
130,7400,נתניה,421,2648,1033,2020
130,7400,נתניה,422,3770,1178,2020
130,7400,נתניה,431,3784,1113,2020
130,7400,נתניה,432,1406,450,2020
130,7400,נתניה,511,2691,784,2020
130,7400,נתניה,512,1217,392,2020
130,7400,נתניה,513,2201,810,2020
130,7400,נתניה,521,3297,1037,2020
130,7400,נתניה,522,2389,760,2020
130,7400,נתניה,523,3194,813,2020
130,7400,נתניה,531,6650,2018,2020
130,7400,נתניה,532,3175,825,2020
130,7400,נתניה,533,3079,1051,2020
130,7400,נתניה,534,2135,516,2020
130,7900,פתח תקווה,111,1835,143,2020
130,7900,פתח תקווה,112,3330,1318,2020
130,7900,פתח תקווה,113,5536,736,2020
130,7900,פתח תקווה,114,2618,1195,2020
130,7900,פתח תקווה,115,12759,2448,2020
130,7900,פתח תקווה,121,18534,1761,2020
130,7900,פתח תקווה,122,4200,721,2020
130,7900,פתח תקווה,123,3045,492,2020
130,7900,פתח תקווה,125,16,0,2020
130,7900,פתח תקווה,127,1613,685,2020
130,7900,פתח תקווה,128,851,184,2020
130,7900,פתח תקווה,131,4279,1250,2020
130,7900,פתח תקווה,132,440,273,2020
130,7900,פתח תקווה,133,1630,464,2020
130,7900,פתח תקווה,134,1168,618,2020
130,7900,פתח תקווה,141,1279,343,2020
130,7900,פתח תקווה,142,1162,289,2020
130,7900,פתח תקווה,143,1988,729,2020
130,7900,פתח תקווה,144,1642,515,2020
130,7900,פתח תקווה,145,2253,975,2020
130,7900,פתח תקווה,146,992,403,2020
130,7900,פתח תקווה,211,10880,2407,2020
130,7900,פתח תקווה,212,6649,1524,2020
130,7900,פתח תקווה,213,1047,301,2020
130,7900,פתח תקווה,221,2371,762,2020
130,7900,פתח תקווה,222,2725,826,2020
130,7900,פתח תקווה,223,2787,903,2020
130,7900,פתח תקווה,224,2291,856,2020
130,7900,פתח תקווה,231,4501,2028,2020
130,7900,פתח תקווה,232,2231,992,2020
130,7900,פתח תקווה,233,2239,834,2020
130,7900,פתח תקווה,234,2091,1107,2020
130,7900,פתח תקווה,235,1993,753,2020
130,7900,פתח תקווה,236,3070,845,2020
130,7900,פתח תקווה,311,3091,1458,2020
130,7900,פתח תקווה,312,3506,1461,2020
130,7900,פתח תקווה,313,2398,1113,2020
130,7900,פתח תקווה,321,3233,1182,2020
130,7900,פתח תקווה,322,1663,715,2020
130,7900,פתח תקווה,323,2010,860,2020
130,7900,פתח תקווה,324,2473,741,2020
130,7900,פתח תקווה,411,1103,543,2020
130,7900,פתח תקווה,412,1775,668,2020
130,7900,פתח תקווה,413,1484,536,2020
130,7900,פתח תקווה,414,2693,918,2020
130,7900,פתח תקווה,415,1897,672,2020
130,7900,פתח תקווה,421,2443,853,2020
130,7900,פתח תקווה,422,2138,689,2020
130,7900,פתח תקווה,423,4543,1205,2020
130,7900,פתח תקווה,424,3241,1022,2020
130,7900,פתח תקווה,431,1899,600,2020
130,7900,פתח תקווה,432,2114,803,2020
130,7900,פתח תקווה,433,2979,1081,2020
